	venue	innings	ball	batting_team	bowling_team	batsmen	bowlers	runs
382	Nehru Stadium	1	5.7	Chennai Super Kings	Kochi Tuskers Kerala	"SK Raina,M Vijay,MEK Hussey"	"RP Singh,R Vinay Kumar,NLTC Perera"	42
383	Nehru Stadium	2	5.6	Kochi Tuskers Kerala	Chennai Super Kings	"PA Patel,BB McCullum,DPMD Jayawardene"	"JA Morkel,TG Southee,DE Bollinger,R Ashwin"	49
384	Feroz Shah Kotla	1	5.6	Deccan Chargers	Delhi Daredevils	"S Sohal,S Dhawan,KC Sangakkara"	"IK Pathan,AB Dinda,M Morkel"	43
385	Feroz Shah Kotla	2	5.6	Delhi Daredevils	Deccan Chargers	"AJ Finch,Y Venugopal Rao,V Sehwag,DA Warner,NV Ojha"	"Harmeet Singh,DT Christian,DW Steyn"	38
386	Wankhede Stadium	1	5.6	Pune Warriors	Mumbai Indians	"JD Ryder,Yuvraj Singh,MD Mishra,RV Uthappa,M Manhas,TD Paine"	"MM Patel,AG Murtaza,AN Ahmed,SL Malinga"	33
387	Wankhede Stadium	2	5.6	Mumbai Indians	Pune Warriors	"AT Rayudu,JEC Franklin,SR Tendulkar"	"SB Wagh,AC Thomas,WD Parnell,M Kartik"	32
388	Eden Gardens	1	5.6	Kochi Tuskers Kerala	Kolkata Knight Riders	"BB McCullum,DPMD Jayawardene"	"Iqbal Abdulla,B Lee,Shakib Al Hasan,L Balaji"	45
389	Eden Gardens	2	5.6	Kolkata Knight Riders	Kochi Tuskers Kerala	"MS Bisla,MK Tiwary,G Gambhir,JH Kallis"	"RP Singh,RA Jadeja,R Vinay Kumar"	37
39	MA Chidambaram Stadium	2	5.6	Delhi Daredevils	Chennai Super Kings	"V Sehwag,G Gambhir"	"M Ntini,MS Gony,JA Morkel"	64
390	Punjab Cricket Association IS Bindra Stadium	1	5.6	Kings XI Punjab	Rajasthan Royals	"PC Valthaty,AC Gilchrist,SE Marsh"	"SW Tait,SK Warne,SR Watson,SK Trivedi"	77
391	Punjab Cricket Association IS Bindra Stadium	2	5.6	Rajasthan Royals	Kings XI Punjab	"SA Asnodkar,STR Binny,SR Watson,R Dravid"	"P Kumar,BA Bhatt,RJ Harris"	45
392	Eden Gardens	1	5.7	Kolkata Knight Riders	Royal Challengers Bangalore	"G Gambhir,BJ Haddin,JH Kallis"	"S Aravind,Z Khan,J Syed Mohammad,TM Dilshan"	50
393	Eden Gardens	2	5.6	Royal Challengers Bangalore	Kolkata Knight Riders	"CH Gayle,TM Dilshan"	"L Balaji,Shakib Al Hasan,JD Unadkat,YK Pathan"	57
394	Wankhede Stadium	1	5.7	Mumbai Indians	Chennai Super Kings	"AT Rayudu,RG Sharma,R Sathish,SR Tendulkar"	"JA Morkel,Joginder Sharma,DE Bollinger"	40
395	Wankhede Stadium	2	5.6	Chennai Super Kings	Mumbai Indians	"SK Raina,M Vijay,MEK Hussey,S Badrinath"	"Harbhajan Singh,MM Patel,AN Ahmed,SL Malinga"	44
396	Feroz Shah Kotla	1	5.7	Delhi Daredevils	Kings XI Punjab	"V Sehwag,DA Warner"	"P Kumar,SJ Srivastava,RJ Harris"	70
397	Feroz Shah Kotla	2	5.6	Kings XI Punjab	Delhi Daredevils	"PC Valthaty,AC Gilchrist,SE Marsh"	"IK Pathan,M Morkel"	46
398	Sawai Mansingh Stadium	1	5.6	Kochi Tuskers Kerala	Rajasthan Royals	"VVS Laxman,PA Patel,DPMD Jayawardene,BJ Hodge"	"SR Watson,A Singh,J Botha"	32
399	Sawai Mansingh Stadium	2	5.6	Rajasthan Royals	Kochi Tuskers Kerala	"SR Watson,R Dravid"	"RP Singh,M Muralitharan,R Vinay Kumar"	38
4	Feroz Shah Kotla	1	5.6	Rajasthan Royals	Delhi Daredevils	"SR Watson,T Kohli,M Kaif,YK Pathan"	"GD McGrath,B Geeves,MF Maharoof"	40
40	Punjab Cricket Association IS Bindra Stadium	1	5.7	Kings XI Punjab	Kolkata Knight Riders	"JR Hopes,KC Sangakkara,SE Marsh"	"AB Agarkar,AB Dinda,I Sharma"	49
400	Rajiv Gandhi International Stadium	1	5.7	Mumbai Indians	Deccan Chargers	"DJ Jacobs,SR Tendulkar"	"PP Ojha,DT Christian,I Sharma,A Mishra,DW Steyn"	57
401	Rajiv Gandhi International Stadium	2	5.6	Deccan Chargers	Mumbai Indians	"CL White,S Sohal,S Dhawan,KC Sangakkara"	"Harbhajan Singh,MM Patel,AN Ahmed,SL Malinga"	41
402	MA Chidambaram Stadium	1	5.6	Chennai Super Kings	Pune Warriors	"M Vijay,MEK Hussey"	"AC Thomas,NL McCullum,M Kartik,JE Taylor"	45
403	MA Chidambaram Stadium	2	5.6	Pune Warriors	Chennai Super Kings	"MK Pandey,JD Ryder,MD Mishra,Yuvraj Singh,RV Uthappa,M Manhas"	"JA Morkel,DE Bollinger,R Ashwin"	40
404	Feroz Shah Kotla	1	5.6	Delhi Daredevils	Royal Challengers Bangalore	"JR Hopes,V Sehwag,DA Warner"	"S Aravind,Z Khan"	42
405	Feroz Shah Kotla	2	5.6	Royal Challengers Bangalore	Delhi Daredevils	"CH Gayle,V Kohli,TM Dilshan"	"IK Pathan,AB Dinda,M Morkel"	65
406	Dr DY Patil Sports Academy	1	5.6	Pune Warriors	Chennai Super Kings	"MK Pandey,JD Ryder,MD Mishra,Yuvraj Singh,M Manhas"	"KMDN Kulasekara,TG Southee,DE Bollinger"	37
407	Dr DY Patil Sports Academy	2	5.6	Chennai Super Kings	Pune Warriors	"S Badrinath,M Vijay,MEK Hussey"	"AC Thomas,MR Marsh,M Kartik,JE Taylor"	28
408	Nehru Stadium	1	5.6	Deccan Chargers	Kochi Tuskers Kerala	"B Chipli,S Sohal,S Dhawan,KC Sangakkara"	"RP Singh,S Sreesanth,R Vinay Kumar"	20
409	Nehru Stadium	2	5.6	Kochi Tuskers Kerala	Deccan Chargers	"RA Jadeja,KM Jadhav,NLTC Perera,PA Patel,RV Gomez,BJ Hodge,BB McCullum,DPMD Jayawardene"	"I Sharma,DW Steyn"	29
41	Punjab Cricket Association IS Bindra Stadium	2	5.7	Kolkata Knight Riders	Kings XI Punjab	"DJ Hussey,LR Shukla,BJ Hodge,Mohammad Hafeez,SC Ganguly,DB Das"	"IK Pathan,S Sreesanth"	31
410	Feroz Shah Kotla	1	5.6	Kolkata Knight Riders	Delhi Daredevils	"G Gambhir,SP Goswami,JH Kallis"	"IK Pathan,M Morkel,UT Yadav"	42
411	Feroz Shah Kotla	2	5.7	Delhi Daredevils	Kolkata Knight Riders	"JR Hopes,V Sehwag,DA Warner"	"Iqbal Abdulla,B Lee,JD Unadkat,L Balaji"	41
412	M Chinnaswamy Stadium	1	5.6	Royal Challengers Bangalore	Pune Warriors	"CH Gayle,TM Dilshan"	"Kamran Khan,AC Thomas,JE Taylor"	57
413	M Chinnaswamy Stadium	2	5.6	Pune Warriors	Royal Challengers Bangalore	"JD Ryder,MK Pandey,TD Paine"	"S Aravind,Z Khan,A Mithun"	42
414	Sawai Mansingh Stadium	1	5.6	Mumbai Indians	Rajasthan Royals	"DJ Jacobs,AT Rayudu,RG Sharma,SR Tendulkar"	"SR Watson,AL Menaria,A Singh"	31
415	Sawai Mansingh Stadium	2	5.6	Rajasthan Royals	Mumbai Indians	"SR Watson,R Dravid,J Botha"	"AG Murtaza,MM Patel,SL Malinga"	18
416	Nehru Stadium	1	5.7	Delhi Daredevils	Kochi Tuskers Kerala	"Y Venugopal Rao,NV Ojha,V Sehwag,DA Warner"	"RP Singh,S Sreesanth"	34
417	Nehru Stadium	2	5.6	Kochi Tuskers Kerala	Delhi Daredevils	"PA Patel,BJ Hodge,BB McCullum,DPMD Jayawardene,M Klinger"	"IK Pathan,M Morkel,UT Yadav"	37
418	Eden Gardens	1	5.6	Kings XI Punjab	Kolkata Knight Riders	"PC Valthaty,AC Gilchrist,SE Marsh"	"Iqbal Abdulla,B Lee,L Balaji,YK Pathan"	40
419	Eden Gardens	2	5.6	Kolkata Knight Riders	Kings XI Punjab	"MK Tiwary,EJG Morgan,G Gambhir,JH Kallis"	"DJ Hussey,P Kumar,BA Bhatt,RJ Harris"	45
42	M Chinnaswamy Stadium	1	5.6	Royal Challengers Bangalore	Deccan Chargers	"B Chipli,V Kohli,W Jaffer"	"RP Singh,Shahid Afridi,SB Styris,DP Vijaykumar"	46
420	MA Chidambaram Stadium	1	5.6	Chennai Super Kings	Deccan Chargers	"SK Raina,M Vijay,MEK Hussey"	"PP Ojha,JP Duminy,DT Christian,I Sharma"	34
421	MA Chidambaram Stadium	2	5.6	Deccan Chargers	Chennai Super Kings	"S Sohal,S Dhawan"	"JA Morkel,S Randiv,DE Bollinger,R Ashwin"	64
422	Sawai Mansingh Stadium	1	5.6	Pune Warriors	Rajasthan Royals	"JD Ryder,MK Pandey,RV Uthappa"	"AL Menaria,SR Watson,A Singh,SK Warne,J Botha"	49
423	Sawai Mansingh Stadium	2	5.6	Rajasthan Royals	Pune Warriors	"SR Watson,R Dravid,J Botha"	"AC Thomas,R Sharma,M Kartik,JE Taylor"	34
424	Wankhede Stadium	1	5.6	Mumbai Indians	Kings XI Punjab	"DJ Jacobs,AT Rayudu,SR Tendulkar"	"P Kumar,Bipul Sharma,BA Bhatt"	35
425	Wankhede Stadium	2	5.6	Kings XI Punjab	Mumbai Indians	"PC Valthaty,AC Gilchrist,SE Marsh"	"Harbhajan Singh,MM Patel,AN Ahmed,SL Malinga"	24
426	Feroz Shah Kotla	1	5.7	Delhi Daredevils	Kochi Tuskers Kerala	"NV Ojha,Y Nagar,V Sehwag,DA Warner"	"RP Singh,S Sreesanth,P Parameswaran"	42
427	Feroz Shah Kotla	2	5.9	Kochi Tuskers Kerala	Delhi Daredevils	"M Klinger,PA Patel,BB McCullum"	"IK Pathan,M Morkel,UT Yadav"	67
428	Rajiv Gandhi International Stadium	1	5.7	Kolkata Knight Riders	Deccan Chargers	"EJG Morgan,G Gambhir,JH Kallis"	"I Sharma,DT Christian,DW Steyn"	41
429	Rajiv Gandhi International Stadium	2	5.6	Deccan Chargers	Kolkata Knight Riders	"CL White,S Sohal,S Dhawan,KC Sangakkara"	"Iqbal Abdulla,B Lee,L Balaji"	41
43	M Chinnaswamy Stadium	2	5.6	Deccan Chargers	Royal Challengers Bangalore	"VVS Laxman,HH Gibbs,AC Gilchrist,RG Sharma"	"Z Khan,P Kumar,DW Steyn"	33
430	MA Chidambaram Stadium	1	5.6	Rajasthan Royals	Chennai Super Kings	"SR Watson,R Dravid"	"JA Morkel,DE Bollinger,R Ashwin"	47
431	MA Chidambaram Stadium	2	5.6	Chennai Super Kings	Rajasthan Royals	"SK Raina,M Vijay,MEK Hussey"	"ND Doshi,SR Watson,SK Trivedi,J Botha"	43
432	Dr DY Patil Sports Academy	1	5.7	Mumbai Indians	Pune Warriors	"AT Rayudu,SR Tendulkar,AC Blizzard"	"SB Wagh,AC Thomas,JE Taylor"	49
433	Dr DY Patil Sports Academy	2	5.8	Pune Warriors	Mumbai Indians	"JD Ryder,MK Pandey,GC Smith,AA Jhunjhunwala"	"Harbhajan Singh,MM Patel,SL Malinga,DS Kulkarni"	31
434	Nehru Stadium	1	5.6	Kochi Tuskers Kerala	Kolkata Knight Riders	"M Klinger,PA Patel,BB McCullum,DPMD Jayawardene"	"Iqbal Abdulla,B Lee,JD Unadkat"	35
435	Nehru Stadium	2	5.6	Kolkata Knight Riders	Kochi Tuskers Kerala	"EJG Morgan,JH Kallis"	"RP Singh,S Sreesanth,P Parameswaran,R Vinay Kumar"	43
436	Rajiv Gandhi International Stadium	1	5.6	Deccan Chargers	Delhi Daredevils	"DB Ravi Teja,S Dhawan,KC Sangakkara"	"IK Pathan,M Morkel,AM Salvi"	43
437	Rajiv Gandhi International Stadium	2	5.7	Delhi Daredevils	Deccan Chargers	"AJ Finch,NV Ojha,V Sehwag,Y Venugopal Rao"	"DT Christian,I Sharma,DW Steyn"	29
438	M Chinnaswamy Stadium	1	5.6	Royal Challengers Bangalore	Kings XI Punjab	"CH Gayle,V Kohli,TM Dilshan"	"P Kumar,R McLaren,RJ Harris"	48
439	M Chinnaswamy Stadium	2	5.6	Kings XI Punjab	Royal Challengers Bangalore	"KD Karthik,AC Gilchrist,SE Marsh,PC Valthaty,AM Nayar,Sunny Singh"	"S Aravind,Z Khan,CH Gayle"	38
44	Sawai Mansingh Stadium	1	5.6	Chennai Super Kings	Rajasthan Royals	"SK Raina,PA Patel,S Badrinath,MS Dhoni,S Vidyut,SP Fleming"	"MM Patel,Sohail Tanvir,SR Watson,SK Trivedi"	38
440	Eden Gardens	1	5.7	Chennai Super Kings	Kolkata Knight Riders	"SK Raina,M Vijay,MEK Hussey,S Badrinath"	"Iqbal Abdulla,B Lee,YK Pathan"	15
441	Eden Gardens	2	5.6	Kolkata Knight Riders	Chennai Super Kings	"EJG Morgan,G Gambhir,JH Kallis"	"JA Morkel,DE Bollinger,R Ashwin"	33
442	Wankhede Stadium	1	5.6	Mumbai Indians	Delhi Daredevils	"AT Rayudu,SR Tendulkar,AC Blizzard"	"IK Pathan,AB Agarkar,M Morkel"	50
443	Wankhede Stadium	2	5.6	Delhi Daredevils	Mumbai Indians	"CA Ingram,Y Venugopal Rao,V Sehwag,DA Warner,NV Ojha,JR Hopes"	"Harbhajan Singh,MM Patel,DS Kulkarni,SL Malinga"	23
444	Punjab Cricket Association IS Bindra Stadium	1	5.6	Kings XI Punjab	Pune Warriors	"PC Valthaty,AC Gilchrist,SE Marsh"	"SB Wagh,WD Parnell,B Kumar,R Sharma"	34
445	Punjab Cricket Association IS Bindra Stadium	2	5.6	Pune Warriors	Kings XI Punjab	"JD Ryder,MK Pandey,RV Uthappa"	"BA Bhatt,P Kumar,SJ Srivastava,RJ Harris"	40
446	M Chinnaswamy Stadium	1	5.6	Kochi Tuskers Kerala	Royal Challengers Bangalore	"M Klinger,PA Patel,BB McCullum"	"S Aravind,Z Khan,CH Gayle,DL Vettori"	49
447	M Chinnaswamy Stadium	2	5.6	Royal Challengers Bangalore	Kochi Tuskers Kerala	"CH Gayle,V Kohli,TM Dilshan"	"RP Singh,RR Powar,P Parameswaran,R Vinay Kumar"	79
448	Sawai Mansingh Stadium	1	5.7	Chennai Super Kings	Rajasthan Royals	"M Vijay,MEK Hussey"	"SR Watson,AL Menaria,A Singh,J Botha"	55
449	Sawai Mansingh Stadium	2	5.6	Rajasthan Royals	Chennai Super Kings	"SR Watson,R Dravid,AM Rahane"	"JA Morkel,DE Bollinger,DJ Bravo,R Ashwin"	48
45	Sawai Mansingh Stadium	2	5.6	Rajasthan Royals	Chennai Super Kings	"SA Asnodkar,GC Smith"	"M Ntini,MS Gony"	44
450	Punjab Cricket Association IS Bindra Stadium	1	5.6	Kings XI Punjab	Mumbai Indians	"PC Valthaty,AC Gilchrist,SE Marsh"	"Harbhajan Singh,MM Patel,SL Malinga"	39
451	Punjab Cricket Association IS Bindra Stadium	2	5.6	Mumbai Indians	Kings XI Punjab	"AT Rayudu,SR Tendulkar,A Symonds,RG Sharma,AC Blizzard"	"P Kumar,Bipul Sharma,BA Bhatt,RJ Harris"	33
452	Rajiv Gandhi International Stadium	1	5.6	Deccan Chargers	Pune Warriors	"DB Ravi Teja,S Dhawan"	"SB Wagh,WD Parnell,B Kumar,R Sharma"	50
453	Rajiv Gandhi International Stadium	2	5.6	Pune Warriors	Deccan Chargers	"JD Ryder,MK Pandey"	"PP Ojha,JP Duminy,DT Christian,I Sharma,A Mishra,DW Steyn"	52
454	Sawai Mansingh Stadium	1	5.6	Rajasthan Royals	Royal Challengers Bangalore	"SR Watson,R Dravid"	"S Aravind,Z Khan,CK Langeveldt"	43
455	Sawai Mansingh Stadium	2	5.6	Royal Challengers Bangalore	Rajasthan Royals	"CH Gayle,TM Dilshan"	"Pankaj Singh,SR Watson,SK Trivedi,J Botha"	66
456	MA Chidambaram Stadium	1	5.6	Chennai Super Kings	Delhi Daredevils	"SK Raina,M Vijay,MEK Hussey"	"VR Aaron,IK Pathan,AB Agarkar,AB McDonald"	42
457	MA Chidambaram Stadium	2	5.6	Delhi Daredevils	Chennai Super Kings	"CA Ingram,NV Ojha,DA Warner"	"JA Morkel,DE Bollinger,R Ashwin"	52
458	Holkar Cricket Stadium	1	5.7	Kochi Tuskers Kerala	Kings XI Punjab	"BB McCullum,DPMD Jayawardene"	"SJ Srivastava,Bipul Sharma,BA Bhatt,RJ Harris"	62
459	Holkar Cricket Stadium	2	5.6	Kings XI Punjab	Kochi Tuskers Kerala	"PC Valthaty,KD Karthik,AC Gilchrist,SE Marsh"	"RP Singh,S Sreesanth"	49
46	Dr DY Patil Sports Academy	1	5.6	Mumbai Indians	Delhi Daredevils	"ST Jayasuriya,YV Takawale"	"GD McGrath,Mohammad Asif,VY Mahesh"	50
460	Wankhede Stadium	1	5.6	Deccan Chargers	Mumbai Indians	"MJ Lumb,S Sohal,KC Sangakkara"	"Harbhajan Singh,MM Patel,DS Kulkarni,SL Malinga"	32
461	Wankhede Stadium	2	5.6	Mumbai Indians	Deccan Chargers	"AT Rayudu,SR Tendulkar,A Symonds,RG Sharma,AC Blizzard"	"PP Ojha,JP Duminy,I Sharma"	26
462	M Chinnaswamy Stadium	1	5.6	Kolkata Knight Riders	Royal Challengers Bangalore	"G Gambhir,JH Kallis,MK Tiwary,EJG Morgan,YK Pathan"	"S Aravind,Z Khan,CK Langeveldt"	33
463	M Chinnaswamy Stadium	2	5.6	Royal Challengers Bangalore	Kolkata Knight Riders	"CH Gayle,LA Pomersbach,V Kohli,AB de Villiers"	"B Lee,JD Unadkat,JH Kallis"	65
464	Himachal Pradesh Cricket Association Stadium	1	5.6	Kings XI Punjab	Delhi Daredevils	"PC Valthaty,AC Gilchrist,SE Marsh"	"VR Aaron,IK Pathan,M Morkel,AM Salvi"	43
465	Himachal Pradesh Cricket Association Stadium	2	5.7	Delhi Daredevils	Kings XI Punjab	"NV Ojha,DA Warner"	"P Kumar,SJ Srivastava,RJ Harris"	42
466	Holkar Cricket Stadium	1	5.6	Rajasthan Royals	Kochi Tuskers Kerala	"AL Menaria,R Dravid,FY Fazal,AM Rahane,SR Watson"	"RP Singh,S Sreesanth"	32
467	Holkar Cricket Stadium	2	5.6	Kochi Tuskers Kerala	Rajasthan Royals	"PA Patel,BB McCullum,DPMD Jayawardene,BJ Hodge"	"SW Tait,AA Chavan,JDP Oram,ND Doshi"	87
468	Dr DY Patil Sports Academy	1	5.6	Pune Warriors	Deccan Chargers	"RV Uthappa,JD Ryder,MK Pandey,SC Ganguly"	"JP Duminy,DT Christian,I Sharma,DW Steyn"	39
469	Dr DY Patil Sports Academy	2	5.7	Deccan Chargers	Pune Warriors	"S Sohal,S Dhawan"	"WD Parnell,MR Marsh,R Sharma,B Kumar"	57
47	Dr DY Patil Sports Academy	2	5.6	Delhi Daredevils	Mumbai Indians	"S Dhawan,AB de Villiers,V Sehwag,G Gambhir"	"SM Pollock,DJ Bravo,A Nehra"	37
470	Himachal Pradesh Cricket Association Stadium	1	5.6	Kings XI Punjab	Royal Challengers Bangalore	"PC Valthaty,AC Gilchrist,SE Marsh"	"S Aravind,CH Gayle,CK Langeveldt,JJ van der Wath"	30
471	Himachal Pradesh Cricket Association Stadium	2	5.6	Royal Challengers Bangalore	Kings XI Punjab	"CH Gayle,AB de Villiers,V Kohli,SS Tiwary"	"P Kumar,SJ Srivastava,RJ Harris"	34
472	MA Chidambaram Stadium	1	5.6	Chennai Super Kings	Kochi Tuskers Kerala	"SK Raina,M Vijay,MEK Hussey"	"RP Singh,M Muralitharan,S Sreesanth"	41
473	MA Chidambaram Stadium	2	5.6	Kochi Tuskers Kerala	Chennai Super Kings	"PA Patel,BB McCullum,Y Gnaneswara Rao"	"SB Jakati,DE Bollinger,R Ashwin"	40
474	Dr DY Patil Sports Academy	1	5.7	Pune Warriors	Kolkata Knight Riders	"SC Ganguly,JD Ryder,MK Pandey,CJ Ferguson"	"Iqbal Abdulla,B Lee,YK Pathan,JH Kallis"	29
475	Dr DY Patil Sports Academy	2	5.6	Kolkata Knight Riders	Pune Warriors	"SP Goswami,MK Tiwary,G Gambhir"	"WD Parnell,AC Thomas,R Sharma,B Kumar"	44
476	Wankhede Stadium	1	5.6	Mumbai Indians	Rajasthan Royals	"TL Suman,AT Rayudu,RG Sharma,SR Tendulkar"	"AA Chavan,SR Watson"	26
477	Wankhede Stadium	2	5.6	Rajasthan Royals	Mumbai Indians	"SR Watson,R Dravid"	"Harbhajan Singh,MM Patel,DS Kulkarni,SL Malinga"	52
478	Himachal Pradesh Cricket Association Stadium	1	5.6	Deccan Chargers	Kings XI Punjab	"DB Ravi Teja,S Dhawan"	"P Kumar,BA Bhatt,RJ Harris"	58
479	Himachal Pradesh Cricket Association Stadium	2	5.6	Kings XI Punjab	Deccan Chargers	"PC Valthaty,KD Karthik,AC Gilchrist,SE Marsh"	"PP Ojha,JP Duminy,DW Steyn,Anand Rajan"	45
48	M Chinnaswamy Stadium	1	5.6	Royal Challengers Bangalore	Kings XI Punjab	"R Dravid,V Kohli,W Jaffer,JH Kallis,CL White"	"IK Pathan,Gagandeep Singh,S Sreesanth"	26
480	M Chinnaswamy Stadium	1	5.6	Chennai Super Kings	Royal Challengers Bangalore	"SK Raina,DA Warner,S Badrinath,NV Ojha,WP Saha,M Vijay,MEK Hussey,MS Wade"	"JP Faulkner,SS Mundhe,S Aravind,Z Khan,AC Thomas,DL Vettori"	56
481	M Chinnaswamy Stadium	2	5.6	Royal Challengers Bangalore	Chennai Super Kings	"CH Gayle,V Kohli,AB de Villiers"	"DE Bollinger,R Ashwin"	44
482	Eden Gardens	1	5.6	Kolkata Knight Riders	Mumbai Indians	"G Gambhir,MK Tiwary,SP Goswami,JH Kallis"	"Harbhajan Singh,RW Price,AN Ahmed,SL Malinga"	46
483	Eden Gardens	2	5.7	Mumbai Indians	Kolkata Knight Riders	"TL Suman,Harbhajan Singh,SR Tendulkar"	"Iqbal Abdulla,B Lee,Shakib Al Hasan,L Balaji"	54
484	Wankhede Stadium	1	5.7	Royal Challengers Bangalore	Chennai Super Kings	"MA Agarwal,CH Gayle,V Kohli"	"JA Morkel,DE Bollinger,R Ashwin"	44
485	Wankhede Stadium	2	5.6	Chennai Super Kings	Royal Challengers Bangalore	"S Badrinath,M Vijay,MEK Hussey,SK Raina"	"S Aravind,Z Khan,A Mithun"	25
486	Wankhede Stadium	1	5.6	Kolkata Knight Riders	Mumbai Indians	"G Gambhir,SP Goswami,JH Kallis,MK Tiwary,RN ten Doeschate,YK Pathan"	"MM Patel,DS Kulkarni,Harbhajan Singh,SL Malinga"	25
487	Wankhede Stadium	2	5.6	Mumbai Indians	Kolkata Knight Riders	"SR Tendulkar,AC Blizzard"	"Iqbal Abdulla,B Lee,Shakib Al Hasan,YK Pathan"	62
488	MA Chidambaram Stadium	1	5.6	Royal Challengers Bangalore	Mumbai Indians	"MA Agarwal,CH Gayle"	"Harbhajan Singh,MM Patel,AN Ahmed,SL Malinga"	68
489	MA Chidambaram Stadium	2	5.7	Mumbai Indians	Royal Challengers Bangalore	"Harbhajan Singh,RG Sharma,SR Tendulkar,AC Blizzard"	"S Aravind,Z Khan,CH Gayle,A Mithun"	52
49	M Chinnaswamy Stadium	2	5.6	Kings XI Punjab	Royal Challengers Bangalore	"JR Hopes,RR Sarwan,SE Marsh"	"Z Khan,P Kumar,DW Steyn,JH Kallis"	52
490	MA Chidambaram Stadium	1	5.6	Chennai Super Kings	Royal Challengers Bangalore	"M Vijay,MEK Hussey"	"S Aravind,Z Khan,CH Gayle,J Syed Mohammad"	56
491	MA Chidambaram Stadium	2	5.6	Royal Challengers Bangalore	Chennai Super Kings	"MA Agarwal,CH Gayle,V Kohli,AB de Villiers"	"JA Morkel,DE Bollinger,R Ashwin"	47
492	MA Chidambaram Stadium	1	5.6	Chennai Super Kings	Mumbai Indians	"SK Raina,M Vijay,DJ Bravo,F du Plessis"	"Harbhajan Singh,JEC Franklin,AN Ahmed,SL Malinga"	42
493	MA Chidambaram Stadium	2	5.6	Mumbai Indians	Chennai Super Kings	"RE Levi,SR Tendulkar"	"JA Morkel,RA Jadeja,DE Bollinger,R Ashwin"	53
494	Eden Gardens	1	5.7	Kolkata Knight Riders	Delhi Daredevils	"G Gambhir,BB McCullum,JH Kallis,MK Tiwary,DB Das,YK Pathan"	"IK Pathan,RE van der Merwe,GJ Maxwell,M Morkel,UT Yadav"	46
495	Eden Gardens	2	5.6	Delhi Daredevils	Kolkata Knight Riders	"AJ Finch,V Sehwag"	"M de Lange,B Lee,JH Kallis,Iqbal Abdulla"	48
496	Wankhede Stadium	1	5.6	Pune Warriors	Mumbai Indians	"MK Pandey,RV Uthappa,CJ Ferguson,WD Parnell,SC Ganguly"	"Harbhajan Singh,MM Patel,PP Ojha,SL Malinga"	30
497	Wankhede Stadium	2	5.6	Mumbai Indians	Pune Warriors	"RE Levi,KD Karthik,RG Sharma,AT Rayudu,JEC Franklin"	"WD Parnell,AB Dinda,MN Samuels,M Kartik"	27
498	Sawai Mansingh Stadium	1	5.6	Rajasthan Royals	Kings XI Punjab	"R Dravid,AM Rahane"	"JP Faulkner,P Kumar,PP Chawla"	57
499	Sawai Mansingh Stadium	2	5.6	Kings XI Punjab	Rajasthan Royals	"PC Valthaty,AC Gilchrist,AM Nayar,SE Marsh"	"A Singh,SK Trivedi,J Botha,KK Cooper"	45
5	Feroz Shah Kotla	2	5.7	Delhi Daredevils	Rajasthan Royals	"S Dhawan,V Sehwag,G Gambhir"	"MM Patel,SR Watson,SK Trivedi"	55
50	MA Chidambaram Stadium	1	5.7	Chennai Super Kings	Deccan Chargers	"S Anirudha,SK Raina,PA Patel,S Badrinath,SP Fleming"	"RP Singh,SB Styris,DP Vijaykumar"	34
500	Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium	1	5.6	Chennai Super Kings	Deccan Chargers	"SK Raina,M Vijay,S Badrinath,F du Plessis"	"MS Gony,DT Christian,Ankit Sharma,DW Steyn"	44
501	Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium	2	5.6	Deccan Chargers	Chennai Super Kings	"PA Patel,DJ Harris,S Dhawan"	"JA Morkel,DE Bollinger,R Ashwin"	45
502	M Chinnaswamy Stadium	1	5.6	Royal Challengers Bangalore	Delhi Daredevils	"CA Pujara,V Kohli,AB McDonald"	"DAJ Bracewell,IK Pathan,M Morkel,UT Yadav"	46
503	M Chinnaswamy Stadium	2	5.6	Delhi Daredevils	Royal Challengers Bangalore	"AJ Finch,NV Ojha,V Sehwag"	"Z Khan,R Vinay Kumar,AB McDonald"	46
504	Subrata Roy Sahara Stadium	1	5.6	Pune Warriors	Kings XI Punjab	"RV Uthappa,JD Ryder,SC Ganguly,MN Samuels"	"JP Faulkner,P Kumar,AD Mascarenhas"	38
505	Subrata Roy Sahara Stadium	2	5.6	Kings XI Punjab	Pune Warriors	"PC Valthaty,Mandeep Singh,AC Gilchrist,AM Nayar"	"AB Dinda,R Sharma,MN Samuels,A Nehra"	19
506	Sawai Mansingh Stadium	1	5.6	Rajasthan Royals	Kolkata Knight Riders	"SP Goswami,R Dravid,AM Rahane"	"Iqbal Abdulla,B Lee,SP Narine,JH Kallis"	37
507	Sawai Mansingh Stadium	2	5.7	Kolkata Knight Riders	Rajasthan Royals	"G Gambhir,BB McCullum,JH Kallis,MK Tiwary,DB Das,YK Pathan"	"AA Chavan,A Singh,KK Cooper"	27
508	Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium	1	5.6	Deccan Chargers	Mumbai Indians	"PA Patel,B Chipli,DT Christian,S Dhawan"	"Harbhajan Singh,MM Patel,PP Ojha,SL Malinga"	45
